Date,Temp,PrevTemp
1361,6.6,9.1
1362,9.1,6.1
1363,6.1,7.5
1364,7.5,10.7
1365,10.7,6.3
1366,6.3,5.5
1367,5.5,6.7
1368,6.7,4.2
1369,4.2,11.3
1370,11.3,16.3
1371,16.3,10.5
1372,10.5,10.3
1373,10.3,7.9
1374,7.9,7.7
1375,7.7,16.0
1376,16.0,14.6
1377,14.6,12.5
1378,12.5,8.1
1379,8.1,12.2
1380,12.2,17.2
1381,17.2,9.4
1382,9.4,8.7
1383,8.7,5.9
1384,5.9,4.8
1385,4.8,7.4
1386,7.4,9.4
1387,9.4,9.7
1388,9.7,9.9
1389,9.9,6.5
1390,6.5,9.8
1391,9.8,18.2
1392,18.2,11.3
1393,11.3,9.1
1394,9.1,9.6
1395,9.6,13.5
1396,13.5,10.7
1397,10.7,10.0
1398,10.0,8.5
1399,8.5,12.6
1400,12.6,16.6
1401,16.6,11.6
1402,11.6,12.2
1403,12.2,11.2
1404,11.2,9.2
1405,9.2,9.9
1406,9.9,11.9
1407,11.9,15.6
1408,15.6,19.0
1409,19.0,12.8
1410,12.8,12.2
1411,12.2,12.0
1412,12.0,11.1
1413,11.1,11.8
1414,11.8,7.6
1415,7.6,13.0
1416,13.0,12.7
1417,12.7,16.0
1418,16.0,14.8
1419,14.8,14.2
1420,14.2,10.0
1421,10.0,8.8
1422,8.8,11.6
1423,11.6,8.6
1424,8.6,14.6
1425,14.6,24.3
1426,24.3,11.6
1427,11.6,10.8
1428,10.8,12.0
1429,12.0,11.0
1430,11.0,12.6
1431,12.6,10.8
1432,10.8,9.1
1433,9.1,11.0
1434,11.0,13.0
1435,13.0,12.8
1436,12.8,9.9
1437,9.9,11.6
1438,11.6,10.5
1439,10.5,15.9
1440,15.9,12.2
1441,12.2,13.0
1442,13.0,12.5
1443,12.5,12.5
1444,12.5,11.4
1445,11.4,12.1
1446,12.1,16.8
1447,16.8,12.1
1448,12.1,11.3
1449,11.3,10.4
1450,10.4,14.2
1451,14.2,11.4
1452,11.4,13.7
1453,13.7,16.5
1454,16.5,12.8
1455,12.8,12.2
1456,12.2,12.0
1457,12.0,12.6
1458,12.6,16.0
1459,16.0,16.4
1460,16.4,13.3
1461,13.3,15.2
1462,15.2,13.1
1463,13.1,12.7
1464,12.7,14.6
1465,14.6,11.0
1466,11.0,13.2
1467,13.2,12.2
1468,12.2,14.4
1469,14.4,13.7
1470,13.7,14.5
1471,14.5,14.1
1472,14.1,14.4
1473,14.4,19.7
1474,19.7,16.5
1475,16.5,15.9
1476,15.9,11.8
1477,11.8,12.0
1478,12.0,11.4
1479,11.4,14.4
1480,14.4,12.4
1481,12.4,15.1
1482,15.1,15.6
1483,15.6,15.2
1484,15.2,12.8
1485,12.8,13.3
1486,13.3,17.5
1487,17.5,15.4
1488,15.4,13.5
1489,13.5,16.7
1490,16.7,15.2
1491,15.2,14.9
1492,14.9,10.2
1493,10.2,13.6
1494,13.6,19.0
1495,19.0,15.7
1496,15.7,18.0
1497,18.0,14.8
1498,14.8,13.9
1499,13.9,13.0
1500,13.0,15.3
1501,15.3,14.3
1502,14.3,15.6
1503,15.6,16.0
1504,16.0,14.9
1505,14.9,11.1
1506,11.1,14.8
1507,14.8,13.0
1508,13.0,12.2
1509,12.2,10.9
1510,10.9,14.6
1511,14.6,16.6
1512,16.6,18.1
1513,18.1,13.4
1514,13.4,10.3
1515,10.3,13.6
1516,13.6,13.8
1517,13.8,10.3
1518,10.3,11.0
1519,11.0,14.3
1520,14.3,15.5
1521,15.5,14.7
1522,14.7,12.7
1523,12.7,10.7
1524,10.7,12.6
1525,12.6,9.8
1526,9.8,13.2
1527,13.2,15.2
1528,15.2,16.6
1529,16.6,21.0
1530,21.0,22.4
1531,22.4,17.0
1532,17.0,21.7
1533,21.7,21.4
1534,21.4,18.6
1535,18.6,16.2
1536,16.2,16.8
1537,16.8,17.0
1538,17.0,18.4
1539,18.4,17.2
1540,17.2,18.4
1541,18.4,18.8
1542,18.8,16.5
1543,16.5,13.3
1544,13.3,12.2
1545,12.2,11.3
1546,11.3,13.8
1547,13.8,16.6
1548,16.6,14.0
1549,14.0,14.3
1550,14.3,16.4
1551,16.4,11.9
1552,11.9,15.7
1553,15.7,17.6
1554,17.6,17.5
1555,17.5,15.9
1556,15.9,16.2
1557,16.2,16.0
1558,16.0,15.9
1559,15.9,16.2
1560,16.2,16.2
1561,16.2,19.5
1562,19.5,18.2
1563,18.2,21.8
1564,21.8,15.1
1565,15.1,11.0
1566,11.0,8.1
1567,8.1,9.5
1568,9.5,9.3
1569,9.3,10.6
1570,10.6,6.3
1571,6.3,8.6
1572,8.6,6.8
1573,6.8,8.7
1574,8.7,8.4
1575,8.4,9.3
1576,9.3,10.0
1577,10.0,10.5
1578,10.5,12.0
1579,12.0,10.1
1580,10.1,9.4
1581,9.4,10.1
1582,10.1,8.0
1583,8.0,10.6
1584,10.6,13.6
1585,13.6,15.4
1586,15.4,9.0
1587,9.0,10.4
1588,10.4,11.0
1589,11.0,12.1
1590,12.1,13.4
1591,13.4,11.3
1592,11.3,6.7
1593,6.7,9.8
1594,9.8,10.8
1595,10.8,7.8
1596,7.8,4.5
1597,4.5,7.6
1598,7.6,6.9
1599,6.9,7.5
1600,7.5,8.5
1601,8.5,5.5
1602,5.5,9.5
1603,9.5,7.3
1604,7.3,5.4
1605,5.4,5.5
1606,5.5,8.1
1607,8.1,11.2
1608,11.2,13.4
1609,13.4,11.6
1610,11.6,10.1
1611,10.1,4.3
1612,4.3,5.5
1613,5.5,4.4
1614,4.4,5.9
1615,5.9,5.7
1616,5.7,8.2
1617,8.2,8.2
1618,8.2,4.2
1619,4.2,6.5
1620,6.5,10.0
1621,10.0,8.8
1622,8.8,6.6
1623,6.6,7.8
1624,7.8,10.1
1625,10.1,7.1
1626,7.1,7.7
1627,7.7,8.5
1628,8.5,7.3
1629,7.3,6.9
1630,6.9,8.4
1631,8.4,7.1
1632,7.1,6.3
1633,6.3,0.6
1634,0.6,1.6
1635,1.6,7.0
1636,7.0,8.3
1637,8.3,8.0
1638,8.0,10.2
1639,10.2,10.6
1640,10.6,10.4
1641,10.4,11.6
1642,11.6,11.0
1643,11.0,10.7
1644,10.7,7.3
1645,7.3,4.2
1646,4.2,4.7
1647,4.7,5.6
1648,5.6,7.7
1649,7.7,7.5
1650,7.5,4.9
1651,4.9,5.9
1652,5.9,7.8
1653,7.8,5.8
1654,5.8,7.0
1655,7.0,8.4
1656,8.4,6.2
1657,6.2,7.5
1658,7.5,4.8
1659,4.8,3.3
1660,3.3,3.2
1661,3.2,7.0
1662,7.0,8.4
1663,8.4,0.3
1664,0.3,0.3
1665,0.3,2.1
1666,2.1,8.5
1667,8.5,1.4
1668,1.4,4.1
1669,4.1,10.3
1670,10.3,6.6
1671,6.6,6.1
1672,6.1,7.0
1673,7.0,5.1
1674,5.1,6.3
1675,6.3,6.9
1676,6.9,11.4
1677,11.4,10.4
1678,10.4,10.3
1679,10.3,9.2
1680,9.2,7.2
1681,7.2,7.5
1682,7.5,4.0
1683,4.0,5.6
1684,5.6,6.7
1685,6.7,8.4
1686,8.4,11.0
1687,11.0,8.4
1688,8.4,8.8
1689,8.8,8.6
1690,8.6,8.3
1691,8.3,4.0
1692,4.0,3.6
1693,3.6,5.7
1694,5.7,10.6
1695,10.6,6.9
1696,6.9,10.0
1697,10.0,9.8
1698,9.8,7.2
1699,7.2,10.5
1700,10.5,3.6
1701,3.6,5.3
1702,5.3,8.4
1703,8.4,10.3
1704,10.3,7.9
1705,7.9,8.5
1706,8.5,7.9
1707,7.9,8.0
1708,8.0,9.8
1709,9.8,6.7
1710,6.7,4.8
1711,4.8,9.9
1712,9.9,12.8
1713,12.8,10.9
1714,10.9,11.7
1715,11.7,11.7
1716,11.7,11.0
1717,11.0,8.2
1718,8.2,7.5
1719,7.5,5.4
1720,5.4,7.2
1721,7.2,9.7
1722,9.7,8.4
1723,8.4,9.0
1724,9.0,8.7
1725,8.7,6.6
1726,6.6,11.6
1727,11.6,13.1
1728,13.1,6.7
1729,6.7,6.5
1730,6.5,7.7
1731,7.7,8.7
1732,8.7,7.2
1733,7.2,10.5
1734,10.5,8.6
1735,8.6,7.2
1736,7.2,11.4
1737,11.4,16.2
1738,16.2,6.1
1739,6.1,9.6
1740,9.6,11.1
1741,11.1,13.6
1742,13.6,10.7
1743,10.7,14.7
1744,14.7,11.6
1745,11.6,7.3
1746,7.3,8.0
1747,8.0,9.6
1748,9.6,16.0
1749,16.0,15.1
1750,15.1,12.8
1751,12.8,6.2
1752,6.2,7.1
1753,7.1,8.4
1754,8.4,10.0
1755,10.0,12.7
1756,12.7,10.0
1757,10.0,10.2
1758,10.2,6.5
1759,6.5,9.2
1760,9.2,11.9
1761,11.9,14.7
1762,14.7,11.4
1763,11.4,6.8
1764,6.8,7.4
1765,7.4,11.2
1766,11.2,9.2
1767,9.2,12.6
1768,12.6,16.0
1769,16.0,17.1
1770,17.1,15.3
1771,15.3,13.3
1772,13.3,15.4
1773,15.4,13.2
1774,13.2,14.4
1775,14.4,14.0
1776,14.0,15.5
1777,15.5,21.0
1778,21.0,10.0
1779,10.0,9.6
1780,9.6,12.0
1781,12.0,12.2
1782,12.2,11.3
1783,11.3,13.2
1784,13.2,10.5
1785,10.5,10.1
1786,10.1,8.8
1787,8.8,13.7
1788,13.7,16.2
1789,16.2,16.0
1790,16.0,14.0
1791,14.0,13.7
1792,13.7,12.5
1793,12.5,12.8
1794,12.8,12.3
1795,12.3,15.2
1796,15.2,15.0
1797,15.0,16.4
1798,16.4,16.1
1799,16.1,14.6
1800,14.6,18.2
1801,18.2,16.4
1802,16.4,16.6
1803,16.6,14.7
1804,14.7,15.8
1805,15.8,14.1
1806,14.1,13.5
1807,13.5,13.6
1808,13.6,13.7
1809,13.7,13.6
1810,13.6,12.1
1811,12.1,12.7
1812,12.7,13.3
1813,13.3,14.2
1814,14.2,15.0
1815,15.0,13.7
1816,13.7,12.0
1817,12.0,13.1
1818,13.1,13.2
1819,13.2,13.3
1820,13.3,11.5
1821,11.5,10.8
1822,10.8,12.0
1823,12.0,16.3
1824,16.3,14.4
1825,14.4,12.9
1826,12.9,13.8
1827,13.8,10.6
1828,10.6,12.6
1829,12.6,13.7
1830,13.7,12.6
1831,12.6,13.1
1832,13.1,15.4
1833,15.4,11.9
1834,11.9,13.8
1835,13.8,14.4
1836,14.4,15.2
1837,15.2,12.5
1838,12.5,12.2
1839,12.2,16.1
1840,16.1,14.6
1841,14.6,11.6
1842,11.6,13.1
1843,13.1,12.8
1844,12.8,15.2
1845,15.2,13.8
1846,13.8,15.0
1847,15.0,13.5
1848,13.5,11.8
1849,11.8,15.3
1850,15.3,13.5
1851,13.5,15.3
1852,15.3,13.8
1853,13.8,15.8
1854,15.8,17.4
1855,17.4,15.3
1856,15.3,14.6
1857,14.6,14.8
1858,14.8,10.7
1859,10.7,11.6
1860,11.6,13.6
1861,13.6,14.4
1862,14.4,11.8
1863,11.8,15.8
1864,15.8,16.0
1865,16.0,11.8
1866,11.8,14.5
1867,14.5,10.7
1868,10.7,14.2
1869,14.2,19.5
1870,19.5,21.4
1871,21.4,17.9
1872,17.9,17.4
1873,17.4,12.7
1874,12.7,13.8
1875,13.8,14.0
1876,14.0,15.0
1877,15.0,14.5
1878,14.5,13.1
1879,13.1,11.4
1880,11.4,12.5
1881,12.5,12.0
1882,12.0,13.4
1883,13.4,14.4
1884,14.4,17.7
1885,17.7,13.9
1886,13.9,13.3
1887,13.3,14.6
1888,14.6,16.4
1889,16.4,16.8
1890,16.8,20.0
1891,20.0,12.5
1892,12.5,12.7
1893,12.7,11.7
1894,11.7,12.7
1895,12.7,8.6
1896,8.6,11.9
1897,11.9,16.0
1898,16.0,15.2
1899,15.2,13.4
1900,13.4,11.6
1901,11.6,11.1
1902,11.1,15.6
1903,15.6,17.0
1904,17.0,18.5
1905,18.5,17.4
1906,17.4,16.5
1907,16.5,16.2
1908,16.2,16.1
1909,16.1,13.2
1910,13.2,18.0
1911,18.0,12.8
1912,12.8,11.7
1913,11.7,16.7
1914,16.7,15.6
1915,15.6,10.2
1916,10.2,10.3
1917,10.3,15.0
1918,15.0,18.0
1919,18.0,13.8
1920,13.8,10.5
1921,10.5,11.8
1922,11.8,7.2
1923,7.2,11.6
1924,11.6,7.4
1925,7.4,14.2
1926,14.2,12.2
1927,12.2,9.0
1928,9.0,12.3
1929,12.3,19.7
1930,19.7,12.8
1931,12.8,12.4
1932,12.4,12.0
1933,12.0,12.0
1934,12.0,11.1
1935,11.1,12.7
1936,12.7,14.2
1937,14.2,11.6
1938,11.6,12.0
1939,12.0,11.5
1940,11.5,8.3
1941,8.3,10.5
1942,10.5,9.0
1943,9.0,6.9
1944,6.9,9.4
1945,9.4,11.1
1946,11.1,9.1
1947,9.1,7.7
1948,7.7,10.0
1949,10.0,10.4
1950,10.4,8.0
1951,8.0,9.8
1952,9.8,12.4
1953,12.4,12.9
1954,12.9,12.3
1955,12.3,6.9
1956,6.9,10.5
1957,10.5,11.0
1958,11.0,9.7
1959,9.7,11.1
1960,11.1,11.5
1961,11.5,13.4
1962,13.4,10.9
1963,10.9,12.0
1964,12.0,12.1
1965,12.1,10.4
1966,10.4,10.0
1967,10.0,9.6
1968,9.6,11.3
1969,11.3,8.5
1970,8.5,6.3
1971,6.3,8.2
1972,8.2,10.7
1973,10.7,10.3
1974,10.3,9.5
1975,9.5,10.9
1976,10.9,10.9
1977,10.9,4.3
1978,4.3,5.2
1979,5.2,11.0
1980,11.0,11.6
1981,11.6,10.6
1982,10.6,9.4
1983,9.4,10.0
1984,10.0,9.6
1985,9.6,9.5
1986,9.5,9.7
1987,9.7,9.6
1988,9.6,7.0
1989,7.0,7.0
1990,7.0,6.8
1991,6.8,6.9
1992,6.9,8.0
1993,8.0,7.6
1994,7.6,8.6
1995,8.6,5.7
1996,5.7,5.5
1997,5.5,5.7
1998,5.7,5.7
1999,5.7,6.6
2000,6.6,6.0
2001,6.0,6.9
2002,6.9,7.7
2003,7.7,8.0
2004,8.0,3.9
2005,3.9,0.8
2006,0.8,2.8
2007,2.8,8.0
2008,8.0,9.8
2009,9.8,11.4
2010,11.4,8.6
2011,8.6,5.2
2012,5.2,6.6
2013,6.6,5.7
2014,5.7,4.6
2015,4.6,5.8
2016,5.8,7.0
2017,7.0,4.8
2018,4.8,4.4
2019,4.4,4.4
2020,4.4,7.9
2021,7.9,10.6
2022,10.6,5.0
2023,5.0,7.6
2024,7.6,9.2
2025,9.2,9.7
2026,9.7,8.8
2027,8.8,6.8
2028,6.8,9.4
2029,9.4,11.0
2030,11.0,2.5
2031,2.5,2.1
2032,2.1,5.4
2033,5.4,6.2
2034,6.2,7.8
2035,7.8,7.4
2036,7.4,9.3
2037,9.3,9.3
2038,9.3,9.5
2039,9.5,8.5
2040,8.5,10.0
2041,10.0,7.7
2042,7.7,9.3
2043,9.3,9.1
2044,9.1,3.5
2045,3.5,3.6
2046,3.6,2.5
2047,2.5,1.7
2048,1.7,2.7
2049,2.7,2.9
2050,2.9,5.3
2051,5.3,7.7
2052,7.7,9.1
2053,9.1,9.4
2054,9.4,7.3
2055,7.3,8.4
2056,8.4,9.2
2057,9.2,6.6
2058,6.6,9.7
2059,9.7,12.4
2060,12.4,10.2
2061,10.2,5.9
2062,5.9,7.1
2063,7.1,7.5
2064,7.5,9.7
2065,9.7,12.2
2066,12.2,5.6
2067,5.6,5.4
2068,5.4,8.3
2069,8.3,10.6
2070,10.6,9.1
2071,9.1,11.3
2072,11.3,10.9
2073,10.9,8.9
2074,8.9,6.3
2075,6.3,9.0
2076,9.0,6.1
2077,6.1,9.1
2078,9.1,9.6
2079,9.6,6.0
2080,6.0,10.0
2081,10.0,11.0
2082,11.0,6.2
2083,6.2,8.3
2084,8.3,11.3
2085,11.3,11.3
2086,11.3,6.7
2087,6.7,6.6
2088,6.6,11.4
2089,11.4,6.9
2090,6.9,10.6
2091,10.6,8.6
2092,8.6,11.3
2093,11.3,12.5
2094,12.5,9.9
2095,9.9,6.9
2096,6.9,5.5
2097,5.5,7.8
2098,7.8,11.0
2099,11.0,16.2
2100,16.2,9.9
2101,9.9,8.7
2102,8.7,10.5
2103,10.5,12.2
2104,12.2,10.6
2105,10.6,8.3
2106,8.3,5.5
2107,5.5,9.0
2108,9.0,6.4
2109,6.4,7.2
2110,7.2,12.9
2111,12.9,12.0
2112,12.0,7.3
2113,7.3,9.7
2114,9.7,8.4
2115,8.4,14.7
2116,14.7,9.5
2117,9.5,7.9
2118,7.9,6.8
2119,6.8,12.6
2120,12.6,5.2
2121,5.2,7.5
2122,7.5,8.7
2123,8.7,7.6
2124,7.6,9.0
2125,9.0,7.2
2126,7.2,10.7
2127,10.7,13.1
2128,13.1,13.9
2129,13.9,10.8
2130,10.8,10.4
2131,10.4,9.1
2132,9.1,16.0
2133,16.0,21.0
2134,21.0,16.2
2135,16.2,8.6
2136,8.6,9.2
2137,9.2,12.5
2138,12.5,9.7
2139,9.7,12.5
2140,12.5,10.3
2141,10.3,12.0
2142,12.0,11.0
2143,11.0,14.8
2144,14.8,15.0
2145,15.0,15.3
2146,15.3,10.3
2147,10.3,10.7
2148,10.7,10.5
2149,10.5,8.9
2150,8.9,8.1
2151,8.1,11.5
2152,11.5,12.8
2153,12.8,9.1
2154,9.1,14.6
2155,14.6,11.6
2156,11.6,11.2
2157,11.2,12.6
2158,12.6,7.5
2159,7.5,11.0
2160,11.0,14.5
2161,14.5,18.5
2162,18.5,15.4
2163,15.4,13.1
2164,13.1,16.3
2165,16.3,20.2
2166,20.2,11.5
2167,11.5,12.4
2168,12.4,10.9
2169,10.9,12.7
2170,12.7,12.2
2171,12.2,12.4
2172,12.4,9.8
2173,9.8,8.5
2174,8.5,14.7
2175,14.7,12.0
2176,12.0,10.3
2177,10.3,11.0
2178,11.0,10.2
2179,10.2,12.6
2180,12.6,11.6
2181,11.6,9.7
2182,9.7,13.4
2183,13.4,10.5
2184,10.5,14.7
2185,14.7,14.6
2186,14.6,14.2
2187,14.2,13.2
2188,13.2,11.7
2189,11.7,17.2
2190,17.2,12.3
2191,12.3,13.8
2192,13.8,15.3
2193,15.3,15.6
2194,15.6,16.2
2195,16.2,16.3
2196,16.3,16.8
2197,16.8,11.0
2198,11.0,8.5
2199,8.5,13.2
2200,13.2,13.0
2201,13.0,12.4
2202,12.4,13.0
2203,13.0,16.6
2204,16.6,12.0
2205,12.0,12.4
2206,12.4,15.0
2207,15.0,11.8
2208,11.8,11.6
2209,11.6,12.2
2210,12.2,13.7
2211,13.7,11.2
2212,11.2,12.4
2213,12.4,11.5
2214,11.5,13.8
2215,13.8,15.7
2216,15.7,12.9
2217,12.9,11.5
2218,11.5,11.0
2219,11.0,12.7
2220,12.7,14.9
2221,14.9,16.5
2222,16.5,12.8
2223,12.8,12.7
2224,12.7,12.7
2225,12.7,11.6
2226,11.6,13.3
2227,13.3,15.2
2228,15.2,16.4
2229,16.4,11.9
2230,11.9,15.1
2231,15.1,10.6
2232,10.6,13.6
2233,13.6,12.1
2234,12.1,16.0
2235,16.0,16.8
2236,16.8,16.6
2237,16.6,15.6
2238,15.6,15.2
2239,15.2,17.7
2240,17.7,21.0
2241,21.0,13.4
2242,13.4,10.5
2243,10.5,9.5
2244,9.5,12.0
2245,12.0,10.4
2246,10.4,11.5
2247,11.5,13.2
2248,13.2,15.0
2249,15.0,14.1
2250,14.1,12.4
2251,12.4,13.4
2252,13.4,12.5
2253,12.5,14.3
2254,14.3,17.6
2255,17.6,10.4
2256,10.4,9.9
2257,9.9,10.2
2258,10.2,11.3
2259,11.3,9.5
2260,9.5,11.8
2261,11.8,11.5
2262,11.5,10.5
2263,10.5,10.8
2264,10.8,13.0
2265,13.0,18.5
2266,18.5,18.7
2267,18.7,15.0
2268,15.0,13.0
2269,13.0,11.3
2270,11.3,13.0
2271,13.0,13.3
2272,13.3,11.0
2273,11.0,10.3
2274,10.3,13.0
2275,13.0,12.3
2276,12.3,15.6
2277,15.6,10.2
2278,10.2,10.8
2279,10.8,12.0
2280,12.0,13.3
2281,13.3,11.7
2282,11.7,12.5
2283,12.5,13.7
2284,13.7,14.9
2285,14.9,20.2
2286,20.2,16.3
2287,16.3,13.9
2288,13.9,10.1
2289,10.1,7.3
2290,7.3,14.0
2291,14.0,17.7
2292,17.7,16.3
2293,16.3,10.6
2294,10.6,9.7
2295,9.7,7.8
2296,7.8,10.4
2297,10.4,10.4
2298,10.4,14.1
2299,14.1,7.1
2300,7.1,8.1
2301,8.1,7.8
2302,7.8,10.6
2303,10.6,9.1
2304,9.1,9.0
2305,9.0,11.9
2306,11.9,17.1
2307,17.1,16.8
2308,16.8,13.5
2309,13.5,11.6
2310,11.6,7.0
2311,7.0,9.7
2312,9.7,9.9
2313,9.9,11.2
2314,11.2,11.3
2315,11.3,11.8
2316,11.8,9.9
2317,9.9,7.1
2318,7.1,9.6
2319,9.6,9.8
2320,9.8,10.6
2321,10.6,12.8
2322,12.8,16.5
2323,16.5,11.7
2324,11.7,12.3
2325,12.3,12.2
2326,12.2,11.8
2327,11.8,10.7
2328,10.7,10.2
2329,10.2,10.0
2330,10.0,8.3
2331,8.3,6.6
2332,6.6,9.5
2333,9.5,12.3
2334,12.3,7.6
2335,7.6,9.3
2336,9.3,5.0
2337,5.0,4.3
2338,4.3,6.4
2339,6.4,10.8
2340,10.8,7.8
2341,7.8,8.5
2342,8.5,9.7
2343,9.7,10.0
2344,10.0,11.0
2345,11.0,10.2
2346,10.2,6.6
2347,6.6,6.1
2348,6.1,5.9
2349,5.9,8.9
2350,8.9,13.0
2351,13.0,12.6
2352,12.6,5.4
2353,5.4,6.0
2354,6.0,7.8
2355,7.8,9.0
2356,9.0,4.2
2357,4.2,3.0
2358,3.0,4.5
2359,4.5,6.2
2360,6.2,11.9
2361,11.9,11.8
2362,11.8,9.4
2363,9.4,9.6
2364,9.6,9.4
2365,9.4,7.0
2366,7.0,8.9
2367,8.9,9.3
2368,9.3,6.8
2369,6.8,7.5
2370,7.5,8.0
2371,8.0,8.3
2372,8.3,2.7
2373,2.7,3.9
2374,3.9,4.1
2375,4.1,5.0
2376,5.0,5.8
2377,5.8,4.4
2378,4.4,4.1
2379,4.1,5.8
2380,5.8,9.1
2381,9.1,7.9
2382,7.9,5.0
2383,5.0,2.8
2384,2.8,4.7
2385,4.7,8.9
2386,8.9,5.4
2387,5.4,7.1
2388,7.1,9.0
2389,9.0,9.4
2390,9.4,6.3
2391,6.3,7.0
2392,7.0,6.4
2393,6.4,6.7
2394,6.7,1.5
2395,1.5,2.9
2396,2.9,4.8
2397,4.8,6.3
2398,6.3,5.7
2399,5.7,7.0
2400,7.0,8.8
2401,8.8,8.7
2402,8.7,9.0
2403,9.0,9.6
2404,9.6,8.0
2405,8.0,8.4
2406,8.4,8.1
2407,8.1,9.0
2408,9.0,5.3
2409,5.3,8.9
2410,8.9,8.7
2411,8.7,4.9
2412,4.9,7.0
2413,7.0,7.5
2414,7.5,7.0
2415,7.0,9.1
2416,9.1,11.8
2417,11.8,9.9
2418,9.9,5.6
2419,5.6,4.2
2420,4.2,4.3
2421,4.3,8.0
2422,8.0,5.1
2423,5.1,9.4
2424,9.4,9.1
2425,9.1,9.7
2426,9.7,10.6
2427,10.6,8.6
2428,8.6,10.1
2429,10.1,11.0
2430,11.0,9.7
2431,9.7,5.0
2432,5.0,6.1
2433,6.1,5.4
2434,5.4,5.8
2435,5.8,7.3
2436,7.3,6.3
2437,6.3,4.8
2438,4.8,7.6
2439,7.6,8.1
2440,8.1,9.5
2441,9.5,10.3
2442,10.3,7.0
2443,7.0,9.0
2444,9.0,10.2
2445,10.2,6.8
2446,6.8,9.3
2447,9.3,9.8
2448,9.8,10.7
2449,10.7,7.8
2450,7.8,9.2
2451,9.2,15.0
2452,15.0,7.8
2453,7.8,5.3
2454,5.3,9.5
2455,9.5,7.6
2456,7.6,14.0
2457,14.0,14.9
2458,14.9,14.9
2459,14.9,19.2
2460,19.2,17.0
2461,17.0,13.0
2462,13.0,11.2
2463,11.2,9.5
2464,9.5,10.3
2465,10.3,9.3
2466,9.3,11.3
2467,11.3,6.5
2468,6.5,12.0
2469,12.0,8.3
2470,8.3,8.7
2471,8.7,8.7
2472,8.7,10.2
2473,10.2,6.9
2474,6.9,4.9
2475,4.9,10.0
2476,10.0,7.6
2477,7.6,14.5
2478,14.5,13.2
2479,13.2,9.9
2480,9.9,10.1
2481,10.1,11.3
2482,11.3,10.4
2483,10.4,10.9
2484,10.9,9.2
2485,9.2,10.5
2486,10.5,11.4
2487,11.4,13.5
2488,13.5,9.8
2489,9.8,13.1
2490,13.1,9.7
2491,9.7,11.4
2492,11.4,9.9
2493,9.9,14.4
2494,14.4,19.0
2495,19.0,23.0
2496,23.0,15.4
2497,15.4,9.6
2498,9.6,10.8
2499,10.8,12.1
2500,12.1,11.0
2501,11.0,12.6
2502,12.6,14.7
2503,14.7,11.1
2504,11.1,10.1
2505,10.1,11.4
2506,11.4,13.0
2507,13.0,11.9
2508,11.9,9.5
2509,9.5,13.5
2510,13.5,15.2
2511,15.2,18.4
2512,18.4,24.1
2513,24.1,14.1
2514,14.1,10.7
2515,10.7,8.7
2516,8.7,13.3
2517,13.3,11.6
2518,11.6,9.9
2519,9.9,10.8
2520,10.8,11.5
2521,11.5,10.0
2522,10.0,13.9
2523,13.9,13.6
2524,13.6,11.9
2525,11.9,11.1
2526,11.1,8.2
2527,8.2,9.4
2528,9.4,12.7
2529,12.7,11.6
2530,11.6,11.0
2531,11.0,11.3
2532,11.3,13.4
2533,13.4,14.9
2534,14.9,15.2
2535,15.2,13.9
2536,13.9,15.0
2537,15.0,16.2
2538,16.2,17.7
2539,17.7,20.5
2540,20.5,14.7
2541,14.7,12.5
2542,12.5,10.9
2543,10.9,12.8
2544,12.8,12.7
2545,12.7,11.2
2546,11.2,11.4
2547,11.4,11.2
2548,11.2,12.1
2549,12.1,12.7
2550,12.7,16.2
2551,16.2,14.2
2552,14.2,14.3
2553,14.3,13.3
2554,13.3,16.7
2555,16.7,15.3
2556,15.3,14.3
2557,14.3,13.5
2558,13.5,15.0
2559,15.0,13.6
2560,13.6,15.2
2561,15.2,17.0
2562,17.0,18.7
2563,18.7,16.5
2564,16.5,17.4
2565,17.4,18.3
2566,18.3,18.3
2567,18.3,22.4
2568,22.4,21.4
2569,21.4,20.9
2570,20.9,17.6
2571,17.6,15.5
2572,15.5,16.6
2573,16.6,16.2
2574,16.2,15.6
2575,15.6,14.5
2576,14.5,14.0
2577,14.0,15.6
2578,15.6,12.3
2579,12.3,11.6
2580,11.6,12.6
2581,12.6,14.9
2582,14.9,17.3
2583,17.3,21.4
2584,21.4,23.4
2585,23.4,14.4
2586,14.4,14.1
2587,14.1,15.0
2588,15.0,14.5
2589,14.5,15.1
2590,15.1,13.9
2591,13.9,13.4
2592,13.4,9.2
2593,9.2,12.5
2594,12.5,15.1
2595,15.1,12.1
2596,12.1,14.5
2597,14.5,16.3
2598,16.3,16.5
2599,16.5,14.9
2600,14.9,13.2
2601,13.2,11.8
2602,11.8,13.6
2603,13.6,16.2
2604,16.2,14.1
2605,14.1,13.5
2606,13.5,15.0
2607,15.0,14.8
2608,14.8,16.2
2609,16.2,16.2
2610,16.2,13.3
2611,13.3,15.3
2612,15.3,18.4
2613,18.4,16.2
2614,16.2,16.3
2615,16.3,12.4
2616,12.4,15.6
2617,15.6,14.9
2618,14.9,14.8
2619,14.8,12.7
2620,12.7,14.2
2621,14.2,16.8
2622,16.8,16.7
2623,16.7,16.2
2624,16.2,14.5
2625,14.5,10.0
2626,10.0,12.6
2627,12.6,11.9
2628,11.9,11.8
2629,11.8,13.4
2630,13.4,14.5
2631,14.5,15.7
